Target,Model Type,Model,PROCHECK
T1099-D1,AlphaFold,ranked_3,98.1|1.9|0.0|0.0
T1099-D1,AlphaFold,ranked_4,95.6|4.4|0.0|0.0
T1099-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,98.1|1.9|0.0|0.0
T1099-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.8|3.2|0.0|0.0
T1099-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,97.5|2.5|0.0|0.0
T1099-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,96.8|2.5|0.0|0.6
T1099-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.8|3.2|0.0|0.0
T1099-D1,two_best_supervised,Mod-2best_supervised_0,96.8|2.5|0.6|0.0
T1099-D1,two_best_supervised,Mod-2best_supervised_1,99.4|0.6|0.0|0.0
T1099-D1,two_best_supervised,Mod-2best_supervised_2,97.5|1.9|0.0|0.6
T1099-D1,two_best_supervised,Mod-2best_supervised_3,97.5|2.5|0.0|0.0
T1099-D1,two_best_supervised,Mod-2best_supervised_4,98.1|1.9|0.0|0.0
T1099-D1,two_best_unsupervised,Mod-2best_unsupervised_0,97.5|2.5|0.0|0.0
T1099-D1,two_best_unsupervised,Mod-2best_unsupervised_1,98.1|1.9|0.0|0.0
T1099-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.5|1.9|0.6|0.0
T1099-D1,two_best_unsupervised,Mod-2best_unsupervised_3,98.7|1.3|0.0|0.0
T1099-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.5|2.5|0.0|0.0
7BRM-D1,AlphaFold,ranked_0,95.6|4.4|0.0|0.0
7BRM-D1,AlphaFold,ranked_1,96.0|4.0|0.0|0.0
7BRM-D1,AlphaFold,ranked_2,96.4|3.6|0.0|0.0
7BRM-D1,AlphaFold,ranked_3,92.9|6.2|0.9|0.0
7BRM-D1,AlphaFold,ranked_4,92.9|6.2|0.9|0.0
7BRM-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,96.4|3.6|0.0|0.0
7BRM-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.0|3.6|0.4|0.0
7BRM-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,94.7|5.3|0.0|0.0
7BRM-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.1|4.9|0.0|0.0
7BRM-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.6|4.4|0.0|0.0
7BRM-D1,two_best_supervised,Mod-2best_supervised_0,95.1|4.0|0.4|0.4
7BRM-D1,two_best_supervised,Mod-2best_supervised_1,96.9|3.1|0.0|0.0
7BRM-D1,two_best_supervised,Mod-2best_supervised_2,96.0|4.0|0.0|0.0
7BRM-D1,two_best_supervised,Mod-2best_supervised_3,97.3|2.2|0.0|0.4
7BRM-D1,two_best_supervised,Mod-2best_supervised_4,96.9|3.1|0.0|0.0
7BRM-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.1|4.9|0.0|0.0
7BRM-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.0|4.0|0.0|0.0
7BRM-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.0|4.0|0.0|0.0
7BRM-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.0|3.6|0.4|0.0
7BRM-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.9|3.1|0.0|0.0
7BXT-D1,AlphaFold,ranked_0,97.8|2.2|0.0|0.0
7BXT-D1,AlphaFold,ranked_1,98.9|1.1|0.0|0.0
7BXT-D1,AlphaFold,ranked_2,96.8|3.2|0.0|0.0
7BXT-D1,AlphaFold,ranked_3,97.8|1.1|1.1|0.0
7BXT-D1,AlphaFold,ranked_4,96.8|3.2|0.0|0.0
7BXT-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,96.8|3.2|0.0|0.0
7BXT-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.6|3.2|0.0|2.2
7BXT-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.7|4.3|0.0|0.0
7BXT-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,96.8|3.2|0.0|0.0
7BXT-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.6|5.4|0.0|0.0
7BXT-D1,two_best_supervised,Mod-2best_supervised_0,96.8|3.2|0.0|0.0
7BXT-D1,two_best_supervised,Mod-2best_supervised_1,96.8|3.2|0.0|0.0
7BXT-D1,two_best_supervised,Mod-2best_supervised_2,95.7|4.3|0.0|0.0
7BXT-D1,two_best_supervised,Mod-2best_supervised_3,95.7|3.2|0.0|1.1
7BXT-D1,two_best_supervised,Mod-2best_supervised_4,98.9|1.1|0.0|0.0
7BXT-D1,two_best_unsupervised,Mod-2best_unsupervised_0,97.8|1.1|0.0|1.1
7BXT-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.8|2.2|0.0|1.1
7BXT-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.8|2.2|0.0|0.0
7BXT-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.8|2.2|0.0|0.0
7BXT-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.8|2.2|0.0|0.0
7C2K-D1,AlphaFold,ranked_0,93.8|5.9|0.4|0.0
7C2K-D1,AlphaFold,ranked_1,93.2|6.4|0.5|0.0
7C2K-D1,AlphaFold,ranked_2,93.1|6.5|0.4|0.1
7C2K-D1,AlphaFold,ranked_3,93.8|6.0|0.2|0.0
7C2K-D1,AlphaFold,ranked_4,92.9|6.5|0.6|0.0
7C2K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.1|4.6|0.4|0.0
7C2K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.3|4.6|0.1|0.0
7C2K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.5|4.2|0.2|0.0
7C2K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.8|4.0|0.2|0.0
7C2K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.8|4.0|0.2|0.0
7C2K-D1,two_best_supervised,Mod-2best_supervised_0,95.2|4.6|0.1|0.1
7C2K-D1,two_best_supervised,Mod-2best_supervised_1,95.1|4.8|0.1|0.0
7C2K-D1,two_best_supervised,Mod-2best_supervised_2,95.3|4.6|0.1|0.0
7C2K-D1,two_best_supervised,Mod-2best_supervised_3,95.1|4.5|0.4|0.1
7C2K-D1,two_best_supervised,Mod-2best_supervised_4,95.2|4.7|0.1|0.0
7C2K-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.3|4.5|0.2|0.0
7C2K-D1,two_best_unsupervised,Mod-2best_unsupervised_1,94.7|5.2|0.1|0.0
7C2K-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.5|4.2|0.2|0.0
7C2K-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.3|4.5|0.2|0.0
7C2K-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.4|4.4|0.2|0.0
7EDA-D1,AlphaFold,ranked_0,93.7|6.3|0.0|0.0
7EDA-D1,AlphaFold,ranked_1,94.4|5.6|0.0|0.0
7EDA-D1,AlphaFold,ranked_2,93.7|6.3|0.0|0.0
7EDA-D1,AlphaFold,ranked_3,92.0|8.0|0.0|0.0
7EDA-D1,AlphaFold,ranked_4,93.4|6.6|0.0|0.0
7EDA-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,94.1|5.9|0.0|0.0
7EDA-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.1|5.9|0.0|0.0
7EDA-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,94.8|4.9|0.3|0.0
7EDA-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.1|5.9|0.0|0.0
7EDA-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.4|5.2|0.3|0.0
7EDA-D1,two_best_supervised,Mod-2best_supervised_0,94.4|5.6|0.0|0.0
7EDA-D1,two_best_supervised,Mod-2best_supervised_1,93.4|6.6|0.0|0.0
7EDA-D1,two_best_supervised,Mod-2best_supervised_2,93.7|6.3|0.0|0.0
7EDA-D1,two_best_supervised,Mod-2best_supervised_3,94.1|5.9|0.0|0.0
7EDA-D1,two_best_supervised,Mod-2best_supervised_4,94.1|5.6|0.3|0.0
7EDA-D1,two_best_unsupervised,Mod-2best_unsupervised_0,93.0|7.0|0.0|0.0
7EDA-D1,two_best_unsupervised,Mod-2best_unsupervised_1,92.3|7.3|0.0|0.3
7EDA-D1,two_best_unsupervised,Mod-2best_unsupervised_2,94.1|5.9|0.0|0.0
7EDA-D1,two_best_unsupervised,Mod-2best_unsupervised_3,93.0|7.0|0.0|0.0
7EDA-D1,two_best_unsupervised,Mod-2best_unsupervised_4,93.4|6.3|0.3|0.0
7EV9-D1,AlphaFold,ranked_0,92.0|7.7|0.3|0.0
7EV9-D1,AlphaFold,ranked_1,92.6|7.1|0.3|0.0
7EV9-D1,AlphaFold,ranked_2,92.0|7.4|0.6|0.0
7EV9-D1,AlphaFold,ranked_3,92.0|7.7|0.3|0.0
7EV9-D1,AlphaFold,ranked_4,91.7|8.0|0.3|0.0
7EV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.1|4.6|0.3|0.0
7EV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.2|5.8|0.0|0.0
7EV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.1|4.9|0.0|0.0
7EV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.5|5.5|0.0|0.0
7EV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.5|5.2|0.3|0.0
7EV9-D1,two_best_supervised,Mod-2best_supervised_0,94.5|5.5|0.0|0.0
7EV9-D1,two_best_supervised,Mod-2best_supervised_1,94.5|5.5|0.0|0.0
7EV9-D1,two_best_supervised,Mod-2best_supervised_2,95.1|4.9|0.0|0.0
7EV9-D1,two_best_supervised,Mod-2best_supervised_3,95.4|4.6|0.0|0.0
7EV9-D1,two_best_supervised,Mod-2best_supervised_4,95.4|4.6|0.0|0.0
7EV9-D1,two_best_unsupervised,Mod-2best_unsupervised_0,94.5|5.5|0.0|0.0
7EV9-D1,two_best_unsupervised,Mod-2best_unsupervised_1,94.5|5.5|0.0|0.0
7EV9-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.1|4.9|0.0|0.0
7EV9-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.4|4.6|0.0|0.0
7EV9-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.4|4.6|0.0|0.0
7KU7-D1,AlphaFold,ranked_0,91.3|8.2|0.4|0.0
7KU7-D1,AlphaFold,ranked_1,92.2|7.4|0.4|0.0
7KU7-D1,AlphaFold,ranked_2,92.2|7.4|0.4|0.0
7KU7-D1,AlphaFold,ranked_3,93.5|6.1|0.4|0.0
7KU7-D1,AlphaFold,ranked_4,93.1|6.5|0.4|0.0
7KU7-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,92.6|7.4|0.0|0.0
7KU7-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,92.6|6.5|0.4|0.4
7KU7-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,90.9|9.1|0.0|0.0
7KU7-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,92.6|6.9|0.4|0.0
7KU7-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,93.1|6.5|0.4|0.0
7KU7-D1,two_best_supervised,Mod-2best_supervised_0,92.6|6.9|0.0|0.4
7KU7-D1,two_best_supervised,Mod-2best_supervised_1,93.5|6.1|0.0|0.4
7KU7-D1,two_best_supervised,Mod-2best_supervised_2,92.2|7.4|0.0|0.4
7KU7-D1,two_best_supervised,Mod-2best_supervised_3,93.1|6.1|0.9|0.0
7KU7-D1,two_best_supervised,Mod-2best_supervised_4,93.1|6.9|0.0|0.0
7KU7-D1,two_best_unsupervised,Mod-2best_unsupervised_0,93.5|6.1|0.0|0.4
7KU7-D1,two_best_unsupervised,Mod-2best_unsupervised_1,92.6|7.4|0.0|0.0
7KU7-D1,two_best_unsupervised,Mod-2best_unsupervised_2,92.6|6.9|0.0|0.4
7KU7-D1,two_best_unsupervised,Mod-2best_unsupervised_3,92.6|7.4|0.0|0.0
7KU7-D1,two_best_unsupervised,Mod-2best_unsupervised_4,92.2|6.5|0.4|0.9
7KZZ-D1,AlphaFold,ranked_0,95.3|4.7|0.0|0.0
7KZZ-D1,AlphaFold,ranked_1,95.3|4.7|0.0|0.0
7KZZ-D1,AlphaFold,ranked_2,96.5|3.5|0.0|0.0
7KZZ-D1,AlphaFold,ranked_3,95.3|4.7|0.0|0.0
7KZZ-D1,AlphaFold,ranked_4,95.7|4.3|0.0|0.0
7KZZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,98.4|1.6|0.0|0.0
7KZZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,98.1|1.9|0.0|0.0
7KZZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,97.7|2.3|0.0|0.0
7KZZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,97.3|1.9|0.0|0.8
7KZZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,98.1|1.9|0.0|0.0
7KZZ-D1,two_best_supervised,Mod-2best_supervised_0,98.1|1.9|0.0|0.0
7KZZ-D1,two_best_supervised,Mod-2best_supervised_1,97.3|2.7|0.0|0.0
7KZZ-D1,two_best_supervised,Mod-2best_supervised_2,97.7|2.3|0.0|0.0
7KZZ-D1,two_best_supervised,Mod-2best_supervised_3,97.7|2.3|0.0|0.0
7KZZ-D1,two_best_supervised,Mod-2best_supervised_4,97.7|2.3|0.0|0.0
7KZZ-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.9|3.1|0.0|0.0
7KZZ-D1,two_best_unsupervised,Mod-2best_unsupervised_1,98.1|1.9|0.0|0.0
7KZZ-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.5|3.1|0.4|0.0
7KZZ-D1,two_best_unsupervised,Mod-2best_unsupervised_3,98.1|1.9|0.0|0.0
7KZZ-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.7|2.3|0.0|0.0
7L1K-D1,AlphaFold,ranked_0,94.9|4.4|0.7|0.0
7L1K-D1,AlphaFold,ranked_1,94.1|5.1|0.7|0.0
7L1K-D1,AlphaFold,ranked_2,94.1|5.1|0.7|0.0
7L1K-D1,AlphaFold,ranked_3,94.1|5.1|0.7|0.0
7L1K-D1,AlphaFold,ranked_4,94.1|5.1|0.7|0.0
7L1K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,97.1|2.9|0.0|0.0
7L1K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.3|3.7|0.0|0.0
7L1K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.6|4.4|0.0|0.0
7L1K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,97.1|2.9|0.0|0.0
7L1K-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.3|3.7|0.0|0.0
7L1K-D1,two_best_supervised,Mod-2best_supervised_0,97.1|2.9|0.0|0.0
7L1K-D1,two_best_supervised,Mod-2best_supervised_1,95.6|3.7|0.7|0.0
7L1K-D1,two_best_supervised,Mod-2best_supervised_2,96.3|3.7|0.0|0.0
7L1K-D1,two_best_supervised,Mod-2best_supervised_3,96.3|3.7|0.0|0.0
7L1K-D1,two_best_supervised,Mod-2best_supervised_4,95.6|4.4|0.0|0.0
7L1K-D1,two_best_unsupervised,Mod-2best_unsupervised_0,97.1|2.9|0.0|0.0
7L1K-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.6|3.7|0.7|0.0
7L1K-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.3|3.7|0.0|0.0
7L1K-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.3|3.7|0.0|0.0
7L1K-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.6|4.4|0.0|0.0
7L6U-D1,AlphaFold,ranked_0,96.8|2.9|0.0|0.4
7L6U-D1,AlphaFold,ranked_1,96.0|3.6|0.0|0.4
7L6U-D1,AlphaFold,ranked_2,94.6|4.7|0.4|0.4
7L6U-D1,AlphaFold,ranked_3,95.3|4.3|0.4|0.0
7L6U-D1,AlphaFold,ranked_4,94.6|4.7|0.4|0.4
7L6U-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,96.4|2.2|1.1|0.4
7L6U-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,97.5|1.8|0.4|0.4
7L6U-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,97.8|1.8|0.4|0.0
7L6U-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,96.4|2.9|0.4|0.4
7L6U-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,97.8|1.8|0.4|0.0
7L6U-D1,two_best_supervised,Mod-2best_supervised_0,96.0|2.9|0.7|0.4
7L6U-D1,two_best_supervised,Mod-2best_supervised_1,97.5|2.5|0.0|0.0
7L6U-D1,two_best_supervised,Mod-2best_supervised_2,96.8|2.9|0.4|0.0
7L6U-D1,two_best_supervised,Mod-2best_supervised_3,97.5|2.2|0.4|0.0
7L6U-D1,two_best_supervised,Mod-2best_supervised_4,96.8|2.9|0.4|0.0
7L6U-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.0|2.9|0.7|0.4
7L6U-D1,two_best_unsupervised,Mod-2best_unsupervised_1,97.5|2.5|0.0|0.0
7L6U-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.8|2.9|0.4|0.0
7L6U-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.5|2.2|0.4|0.0
7L6U-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.8|2.9|0.4|0.0
7LC6-D1,AlphaFold,ranked_0,94.7|4.6|0.4|0.2
7LC6-D1,AlphaFold,ranked_1,95.4|4.2|0.2|0.2
7LC6-D1,AlphaFold,ranked_2,94.5|5.1|0.2|0.2
7LC6-D1,AlphaFold,ranked_3,94.9|4.9|0.0|0.2
7LC6-D1,AlphaFold,ranked_4,95.4|4.2|0.2|0.2
7LC6-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,96.0|3.2|0.2|0.6
7LC6-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.8|3.6|0.2|0.4
7LC6-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.8|3.8|0.2|0.2
7LC6-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,96.2|3.4|0.2|0.2
7LC6-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.1|4.0|0.4|0.4
7LC6-D1,two_best_supervised,Mod-2best_supervised_0,95.8|3.6|0.2|0.4
7LC6-D1,two_best_supervised,Mod-2best_supervised_1,95.8|3.6|0.2|0.4
7LC6-D1,two_best_supervised,Mod-2best_supervised_2,95.8|3.6|0.2|0.4
7LC6-D1,two_best_supervised,Mod-2best_supervised_3,95.8|3.6|0.2|0.4
7LC6-D1,two_best_supervised,Mod-2best_supervised_4,96.4|3.2|0.2|0.2
7LC6-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.2|3.2|0.2|0.4
7LC6-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.8|3.6|0.2|0.4
7LC6-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.8|3.8|0.2|0.2
7LC6-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.8|3.6|0.2|0.4
7LC6-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.2|3.2|0.2|0.4
7LCI-D1,AlphaFold,ranked_0,93.6|5.6|0.8|0.0
7LCI-D1,AlphaFold,ranked_1,94.7|4.7|0.0|0.6
7LCI-D1,AlphaFold,ranked_2,92.8|6.7|0.3|0.3
7LCI-D1,AlphaFold,ranked_3,93.9|5.8|0.0|0.3
7LCI-D1,AlphaFold,ranked_4,93.9|5.3|0.3|0.6
7LCI-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.6|3.6|0.6|0.3
7LCI-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.6|3.3|0.8|0.3
7LCI-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.6|3.9|0.6|0.0
7LCI-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.8|3.9|0.3|0.0
7LCI-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.0|3.9|0.6|0.6
7LCI-D1,two_best_supervised,Mod-2best_supervised_0,96.1|3.3|0.6|0.0
7LCI-D1,two_best_supervised,Mod-2best_supervised_1,96.1|3.3|0.6|0.0
7LCI-D1,two_best_supervised,Mod-2best_supervised_2,95.8|3.6|0.3|0.3
7LCI-D1,two_best_supervised,Mod-2best_supervised_3,95.8|3.6|0.6|0.0
7LCI-D1,two_best_supervised,Mod-2best_supervised_4,95.8|3.6|0.6|0.0
7LCI-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.4|3.1|0.6|0.0
7LCI-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.4|3.1|0.6|0.0
7LCI-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.7|2.8|0.3|0.3
7LCI-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.2|2.5|0.3|0.0
7LCI-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.7|3.1|0.3|0.0
7LS5-D1,AlphaFold,ranked_0,96.8|3.2|0.0|0.0
7LS5-D1,AlphaFold,ranked_1,97.2|2.8|0.0|0.0
7LS5-D1,AlphaFold,ranked_2,96.8|3.2|0.0|0.0
7LS5-D1,AlphaFold,ranked_3,95.9|4.1|0.0|0.0
7LS5-D1,AlphaFold,ranked_4,96.3|3.2|0.5|0.0
7LS5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,98.6|1.4|0.0|0.0
7LS5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,98.6|1.4|0.0|0.0
7LS5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,98.6|1.4|0.0|0.0
7LS5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,98.6|1.4|0.0|0.0
7LS5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,97.2|2.8|0.0|0.0
7LS5-D1,two_best_supervised,Mod-2best_supervised_0,97.7|2.3|0.0|0.0
7LS5-D1,two_best_supervised,Mod-2best_supervised_1,97.7|2.3|0.0|0.0
7LS5-D1,two_best_supervised,Mod-2best_supervised_2,97.7|2.3|0.0|0.0
7LS5-D1,two_best_supervised,Mod-2best_supervised_3,97.2|2.8|0.0|0.0
7LS5-D1,two_best_supervised,Mod-2best_supervised_4,97.7|2.3|0.0|0.0
7LS5-D1,two_best_unsupervised,Mod-2best_unsupervised_0,97.2|2.8|0.0|0.0
7LS5-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.8|2.8|0.0|0.5
7LS5-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.7|2.3|0.0|0.0
7LS5-D1,two_best_unsupervised,Mod-2best_unsupervised_3,98.2|1.8|0.0|0.0
7LS5-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.7|2.3|0.0|0.0
7LSX-D1,AlphaFold,ranked_0,97.7|2.3|0.0|0.0
7LSX-D1,AlphaFold,ranked_1,97.7|2.3|0.0|0.0
7LSX-D1,AlphaFold,ranked_2,95.5|4.5|0.0|0.0
7LSX-D1,AlphaFold,ranked_3,97.7|2.3|0.0|0.0
7LSX-D1,AlphaFold,ranked_4,95.5|4.1|0.5|0.0
7LSX-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,98.6|1.4|0.0|0.0
7LSX-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,98.6|1.4|0.0|0.0
7LSX-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,98.2|1.8|0.0|0.0
7LSX-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,98.6|1.4|0.0|0.0
7LSX-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,98.6|1.4|0.0|0.0
7LSX-D1,two_best_supervised,Mod-2best_supervised_0,96.4|3.2|0.5|0.0
7LSX-D1,two_best_supervised,Mod-2best_supervised_1,97.3|2.3|0.0|0.5
7LSX-D1,two_best_supervised,Mod-2best_supervised_2,96.8|3.2|0.0|0.0
7LSX-D1,two_best_supervised,Mod-2best_supervised_3,96.8|2.7|0.5|0.0
7LSX-D1,two_best_supervised,Mod-2best_supervised_4,98.2|1.8|0.0|0.0
7LSX-D1,two_best_unsupervised,Mod-2best_unsupervised_0,99.1|0.9|0.0|0.0
7LSX-D1,two_best_unsupervised,Mod-2best_unsupervised_1,99.1|0.9|0.0|0.0
7LSX-D1,two_best_unsupervised,Mod-2best_unsupervised_2,98.6|1.4|0.0|0.0
7LSX-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.3|2.3|0.0|0.5
7LSX-D1,two_best_unsupervised,Mod-2best_unsupervised_4,99.1|0.9|0.0|0.0
7LV9-D1,AlphaFold,ranked_0,85.9|12.9|1.2|0.0
7LV9-D1,AlphaFold,ranked_1,83.5|15.3|1.2|0.0
7LV9-D1,AlphaFold,ranked_2,80.0|18.8|1.2|0.0
7LV9-D1,AlphaFold,ranked_3,88.2|11.8|0.0|0.0
7LV9-D1,AlphaFold,ranked_4,81.2|16.5|2.4|0.0
7LV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,91.8|8.2|0.0|0.0
7LV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,89.4|7.1|1.2|2.4
7LV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,92.9|7.1|0.0|0.0
7LV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.1|5.9|0.0|0.0
7LV9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.1|3.5|2.4|0.0
7LV9-D1,two_best_supervised,Mod-2best_supervised_0,96.5|3.5|0.0|0.0
7LV9-D1,two_best_supervised,Mod-2best_supervised_1,95.3|3.5|1.2|0.0
7LV9-D1,two_best_supervised,Mod-2best_supervised_2,97.6|1.2|1.2|0.0
7LV9-D1,two_best_supervised,Mod-2best_supervised_3,96.5|3.5|0.0|0.0
7LV9-D1,two_best_supervised,Mod-2best_supervised_4,97.6|2.4|0.0|0.0
7LV9-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.5|3.5|0.0|0.0
7LV9-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.3|3.5|1.2|0.0
7LV9-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.6|1.2|1.2|0.0
7LV9-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.5|3.5|0.0|0.0
7LV9-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.6|2.4|0.0|0.0
7LVR-D1,AlphaFold,ranked_0,92.5|7.5|0.0|0.0
7LVR-D1,AlphaFold,ranked_1,92.0|8.0|0.0|0.0
7LVR-D1,AlphaFold,ranked_2,92.5|7.3|0.3|0.0
7LVR-D1,AlphaFold,ranked_3,92.7|7.3|0.0|0.0
7LVR-D1,AlphaFold,ranked_4,90.9|9.1|0.0|0.0
7LVR-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.6|4.1|0.3|0.0
